time_sec,tcp_x_m,tcp_y_m,tcp_z_m,goal_err_x_m,goal_err_y_m,goal_err_z_m,goal_err_norm_m,goal_err_norm_mm
0.0,0.174679,-0.355432,0.616439,0.06398400000000001,0.14734600000000003,0.12316899999999997,0.2024238092048463,202.4238092048463
0.051084280014038086,0.174327,-0.352255,0.617545,0.06363200000000002,0.15052300000000007,0.12427500000000002,0.20530582207526418,205.3058220752642
0.10321617126464844,0.173976,-0.350272,0.618047,0.063281,0.15250600000000009,0.12477700000000003,0.20695860631053745,206.95860631053745
0.15538620948791504,0.173813,-0.34950200000000003,0.6175259999999999,0.06311800000000001,0.15327600000000002,0.12425599999999992,0.20716410798205365,207.16410798205365
0.20756030082702637,0.173574,-0.34978,0.615578,0.06287900000000002,0.15299800000000008,0.12230799999999997,0.20572166514249302,205.721665142493
0.25927233695983887,0.173064,-0.351017,0.612129,0.06236900000000001,0.15176100000000003,0.11885900000000005,0.2026049238370085,202.6049238370085
0.3111560344696045,0.172379,-0.354142,0.606499,0.06168400000000002,0.14863600000000005,0.11322900000000002,0.19676987267617982,196.76987267617983
0.3633289337158203,0.171099,-0.360185,0.5977089999999999,0.06040400000000001,0.14259300000000008,0.10443899999999995,0.18678573710537968,186.7857371053797
0.4161250591278076,0.169266,-0.367772,0.586995,0.05857100000000001,0.13500600000000007,0.09372500000000006,0.17447509192432034,174.47509192432034
0.4690406322479248,0.16695400000000002,-0.37703,0.5746,0.05625900000000003,0.12574800000000008,0.08133000000000001,0.15997563403531184,159.97563403531186
0.5200929641723633,0.164393,-0.387441,0.5617340000000001,0.053698000000000023,0.11533700000000008,0.06846400000000008,0.1444763581663105,144.4763581663105
0.5711398124694824,0.161714,-0.398644,0.548264,0.05101900000000001,0.10413400000000006,0.05499399999999999,0.12834004968442242,128.3400496844224
0.6232001781463623,0.15882400000000002,-0.409382,0.5355059999999999,0.04812900000000003,0.09339600000000003,0.04223599999999994,0.11323909728093035,113.23909728093035
0.6776394844055176,0.15612299999999998,-0.421681,0.521143,0.045427999999999996,0.08109700000000009,0.027873000000000037,0.09704293236501056,97.04293236501056
0.7285623550415039,0.153452,-0.433013,0.50824,0.04275700000000002,0.06976500000000008,0.014970000000000039,0.0831830341716387,83.18303417163871
0.7793171405792236,0.15081899999999998,-0.443859,0.49539999999999995,0.04012399999999999,0.058919000000000055,0.0021299999999999653,0.07131564230237294,71.31564230237295
0.8320877552032471,0.148224,-0.453992,0.482648,0.03752900000000001,0.04878600000000005,-0.010621999999999965,0.06246059974896179,62.46059974896178
0.8840212821960449,0.145769,-0.463233,0.470497,0.03507400000000002,0.03954500000000005,-0.022772999999999988,0.057555208539279964,57.55520853927997
0.9360291957855225,0.143387,-0.471045,0.46011,0.032692,0.03173300000000007,-0.03315999999999997,0.056350117595263295,56.35011759526329
0.9949381351470947,0.140778,-0.479607,0.448706,0.030083,0.023171000000000053,-0.04456399999999999,0.05854769189302002,58.547691893020016
1.0469846725463867,0.138244,-0.486106,0.440479,0.027549000000000018,0.016672000000000076,-0.05279099999999998,0.06183682289704089,61.83682289704089
1.0992088317871094,0.135784,-0.49171,0.434124,0.025089,0.011068000000000078,-0.059145999999999976,0.0651936182536297,65.1936182536297
1.1512115001678467,0.13341399999999998,-0.496851,0.429476,0.02271899999999999,0.005927000000000071,-0.06379399999999996,0.06797761930223796,67.97761930223795
1.2031524181365967,0.131523,-0.5007,0.427193,0.020828000000000013,0.0020780000000000243,-0.066077,0.06931301174382773,69.31301174382773
1.255089282989502,0.129973,-0.503745,0.42726400000000003,0.019278000000000017,-0.0009669999999999401,-0.06600599999999995,0.06877040358322753,68.77040358322753
1.306993007659912,0.128362,-0.506215,0.428673,0.017667000000000016,-0.0034369999999999123,-0.06459699999999996,0.06705749970734068,67.05749970734068
1.35823655128479,0.12676,-0.5079,0.431272,0.016065000000000024,-0.00512199999999996,-0.061998,0.0642500670272024,64.2500670272024
1.4103329181671143,0.125177,-0.509291,0.43432600000000005,0.014482000000000023,-0.006512999999999991,-0.05894399999999994,0.061045414479713324,61.04541447971332
1.462787389755249,0.123694,-0.5106809999999999,0.43747,0.01299900000000001,-0.007902999999999882,-0.05579999999999996,0.05783659230971335,57.83659230971335
1.514148473739624,0.122291,-0.51192,0.440681,0.011596000000000009,-0.009141999999999983,-0.052589,0.05462276357893291,54.62276357893291
1.5661001205444336,0.12095,-0.513038,0.443722,0.010255000000000014,-0.010259999999999936,-0.04954799999999998,0.05162786969263788,51.62786969263788
1.6180925369262695,0.119717,-0.514062,0.446492,0.009022000000000016,-0.01128399999999996,-0.046777999999999986,0.048958210996726564,48.958210996726564
1.6702806949615479,0.118617,-0.514903,0.448969,0.007922000000000012,-0.012124999999999941,-0.04430099999999998,0.046608500404969014,46.608500404969014
1.7221715450286865,0.11749,-0.5157849999999999,0.45196499999999995,0.006795000000000009,-0.01300699999999988,-0.041305000000000036,0.04383442823854327,43.83442823854327
1.774111032485962,0.11663899999999999,-0.516486,0.454878,0.005944000000000005,-0.013707999999999942,-0.03839199999999998,0.04119691813716163,41.19691813716163
1.8262298107147217,0.11586199999999999,-0.516986,0.457943,0.005167000000000005,-0.014207999999999887,-0.035327,0.03842605993333166,38.42605993333166
1.8782742023468018,0.115187,-0.517206,0.460824,0.00449200000000001,-0.014427999999999996,-0.032445999999999975,0.03579229196349402,35.792291963494016
1.9301156997680664,0.114689,-0.517235,0.46379899999999996,0.003994000000000011,-0.014456999999999942,-0.029471000000000025,0.033068062023650556,33.068062023650555
1.9821922779083252,0.114283,-0.517047,0.466705,0.003588000000000008,-0.014268999999999976,-0.026565000000000005,0.030367372787253093,30.367372787253093
2.034043073654175,0.113941,-0.516492,0.46986700000000003,0.0032460000000000128,-0.013713999999999893,-0.02340299999999995,0.027318688127360633,27.318688127360634
2.0860178470611572,0.113631,-0.515587,0.473598,0.002936000000000008,-0.01280899999999996,-0.019671999999999967,0.02365751806508869,23.65751806508869
2.137986660003662,0.113476,-0.514455,0.47733,0.0027810000000000057,-0.011676999999999937,-0.01594000000000001,0.01995419479708462,19.954194797084618
2.190107583999634,0.11341899999999999,-0.512968,0.481383,0.002724000000000004,-0.010189999999999921,-0.011886999999999981,0.015892043449474896,15.892043449474896
2.242091655731201,0.113406,-0.511098,0.485573,0.002711000000000019,-0.008319999999999994,-0.007697000000000009,0.011654000600652126,11.654000600652127
2.2940785884857178,0.113395,-0.508958,0.489851,0.002700000000000008,-0.006179999999999963,-0.0034190000000000054,0.0075612142543377,7.561214254337701
2.346147298812866,0.11338200000000001,-0.506713,0.493765,0.0026870000000000227,-0.003934999999999911,0.0004950000000000232,0.004790534312579281,4.790534312579281
2.3979647159576416,0.113368,-0.5040899999999999,0.49778300000000003,0.0026730000000000087,-0.0013119999999998688,0.004513000000000045,0.005406795908853977,5.406795908853977
2.4491000175476074,0.113354,-0.501448,0.501646,0.0026590000000000086,0.0013300000000000534,0.00837600000000005,0.00888800073132316,8.88800073132316
2.502143144607544,0.113343,-0.499527,0.504456,0.0026480000000000115,0.0032510000000000594,0.01118600000000003,0.01194602448515828,11.94602448515828
2.5540812015533447,0.11333599999999999,-0.49814600000000003,0.50644,0.0026410000000000045,0.004632000000000025,0.013170000000000015,0.014208420214788155,14.208420214788156
2.6068098545074463,0.113331,-0.497245,0.507733,0.0026360000000000133,0.005533000000000066,0.014463000000000004,0.015707990132413533,15.707990132413533
2.659137010574341,0.113328,-0.49681400000000003,0.508351,0.0026330000000000103,0.005964000000000025,0.015081000000000011,0.01642980663306786,16.42980663306786
2.711812973022461,0.113328,-0.496696,0.508521,0.0026330000000000103,0.006082000000000032,0.015251000000000015,0.016628782697479718,16.628782697479718
2.7630691528320312,0.113328,-0.496697,0.5085149999999999,0.0026330000000000103,0.006081000000000059,0.015244999999999953,0.016622914154864644,16.622914154864645
2.8150854110717773,0.113328,-0.49671,0.508497,0.0026330000000000103,0.006068000000000073,0.01522699999999999,0.016601651785289336,16.601651785289334
2.8671042919158936,0.113329,-0.496925,0.507995,0.0026340000000000113,0.005853000000000053,0.014724999999999988,0.01606303800655406,16.063038006554063
2.919060468673706,0.11333199999999999,-0.49739,0.506912,0.0026370000000000005,0.005388000000000059,0.013642000000000043,0.014902633223695798,14.902633223695798
2.9711527824401855,0.11333599999999999,-0.498154,0.505345,0.0026410000000000045,0.0046240000000000725,0.012075000000000058,0.013197040653116218,13.197040653116218
3.0232832431793213,0.113341,-0.49914299999999995,0.503212,0.0026460000000000095,0.0036350000000001104,0.009942000000000006,0.010911365863172264,10.911365863172264
3.0751729011535645,0.113349,-0.500594,0.500204,0.0026540000000000175,0.0021840000000000748,0.006933999999999996,0.007739116745469108,7.739116745469108
3.127225160598755,0.11336,-0.502523,0.496394,0.0026650000000000146,0.0002550000000000052,0.0031240000000000157,0.00411419809926554,4.11419809926554
3.179194450378418,0.11337,-0.50445,0.492724,0.0026750000000000107,-0.0016719999999998958,-0.0005459999999999909,0.0032014566996915166,3.2014566996915166
3.2312068939208984,0.11338,-0.50627,0.489483,0.002685000000000007,-0.0034919999999999396,-0.003786999999999985,0.005809015234960182,5.8090152349601825
3.283149003982544,0.113388,-0.507763,0.487122,0.002693000000000015,-0.004984999999999906,-0.006147999999999987,0.008360644592374383,8.360644592374383
3.3352303504943848,0.11339400000000001,-0.508815,0.48545900000000003,0.002699000000000021,-0.006036999999999959,-0.007810999999999957,0.010234338815966517,10.234338815966517
3.387134313583374,0.113399,-0.5094529999999999,0.484465,0.002704000000000012,-0.0066749999999998755,-0.008805000000000007,0.011375203998170694,11.375203998170694
3.439113140106201,0.113401,-0.509824,0.483874,0.002706000000000014,-0.007045999999999997,-0.00939599999999996,0.012052110520568555,12.052110520568554
3.491079330444336,0.113402,-0.5098820000000001,0.483786,0.002707000000000015,-0.007103999999999999,-0.009483999999999992,0.012154872315248725,12.154872315248726
3.5431976318359375,0.113402,-0.509883,0.483788,0.002707000000000015,-0.007104999999999917,-0.00948199999999999,0.012153896412262149,12.15389641226215
3.5951521396636963,0.113402,-0.509879,0.483794,0.002707000000000015,-0.007100999999999913,-0.009475999999999984,0.012146877211859785,12.146877211859785
3.6470940113067627,0.113401,-0.509699,0.48415499999999995,0.002706000000000014,-0.006920999999999955,-0.00911500000000004,0.011760352970893355,11.760352970893356
3.699237108230591,0.113399,-0.509366,0.484782,0.002704000000000012,-0.006587999999999927,-0.008487999999999996,0.011079688804294056,11.079688804294056
3.7510883808135986,0.113396,-0.508797,0.485713,0.002701000000000009,-0.006018999999999997,-0.00755699999999998,0.010031550777422188,10.031550777422188
3.8032257556915283,0.113391,-0.507873,0.487191,0.002696000000000018,-0.005094999999999961,-0.006079000000000001,0.008377450805585177,8.377450805585177
3.8550281524658203,0.113385,-0.506718,0.489007,0.002690000000000012,-0.0039399999999999435,-0.004262999999999961,0.0063978800395130325,6.397880039513033
3.906083106994629,0.11337699999999999,-0.505421,0.491027,0.002682000000000004,-0.002642999999999951,-0.002242999999999995,0.004382878278026865,4.382878278026865
3.9581801891326904,0.113369,-0.503906,0.49336399999999997,0.0026740000000000097,-0.0011279999999999069,9.399999999998299e-05,0.002903703841647739,2.903703841647739
4.010124444961548,0.113361,-0.502476,0.495547,0.0026660000000000156,0.00030200000000002447,0.002277000000000029,0.0035190181869379747,3.519018186937975
4.062137842178345,0.113355,-0.501313,0.49730399999999997,0.0026600000000000096,0.0014650000000000496,0.004033999999999982,0.005049255489673706,5.049255489673706
4.114176511764526,0.113351,-0.500556,0.49844299999999997,0.0026560000000000056,0.0022220000000000573,0.005172999999999983,0.0062250742164250625,6.225074216425062
4.166304349899292,0.113349,-0.500185,0.498997,0.0026540000000000175,0.0025930000000000675,0.005727000000000038,0.0068239207205243,6.8239207205243
4.218047618865967,0.113349,-0.500132,0.499076,0.0026540000000000175,0.002646000000000037,0.005806000000000033,0.006910475236913933,6.910475236913933
4.2701780796051025,0.113349,-0.500132,0.499075,0.0026540000000000175,0.002646000000000037,0.005805000000000005,0.006909635084431039,6.90963508443104
4.322052240371704,0.113349,-0.500134,0.49907100000000004,0.0026540000000000175,0.0026440000000000907,0.005801000000000056,0.0069055088878373925,6.905508887837392
4.373118877410889,0.113349,-0.500223,0.498884,0.0026540000000000175,0.002555000000000085,0.005614000000000008,0.006714814740556929,6.714814740556928
4.425016641616821,0.11334999999999999,-0.500325,0.498691,0.0026550000000000046,0.0024530000000000385,0.005421000000000009,0.006515633123496159,6.515633123496159
4.476120233535767,0.11334999999999999,-0.50044,0.49851100000000004,0.0026550000000000046,0.0023380000000000623,0.005241000000000051,0.006323238885254996,6.323238885254996
4.527937889099121,0.113351,-0.5005729999999999,0.498309,0.0026560000000000056,0.0022050000000001235,0.005039000000000016,0.006108017845422583,6.108017845422583
4.579211235046387,0.11335200000000001,-0.500686,0.49813999999999997,0.0026570000000000205,0.002092000000000094,0.0048699999999999855,0.005928997638724472,5.928997638724472
4.631123304367065,0.11335200000000001,-0.50081,0.497953,0.0026570000000000205,0.001968000000000081,0.004682999999999993,0.005732640054983424,5.732640054983424
4.683136940002441,0.113353,-0.500922,0.497784,0.0026580000000000076,0.0018560000000000798,0.004514000000000018,0.005557508074668043,5.557508074668043
4.735177993774414,0.113353,-0.500996,0.497673,0.0026580000000000076,0.0017820000000000613,0.00440299999999999,0.005443059525671217,5.443059525671217
4.787063360214233,0.113353,-0.501015,0.497645,0.0026580000000000076,0.00176300000000007,0.004375000000000018,0.005414218133765986,5.414218133765987
4.839191436767578,0.113353,-0.501015,0.497645,0.0026580000000000076,0.00176300000000007,0.004375000000000018,0.005414218133765986,5.414218133765987
4.892897844314575,0.113353,-0.501015,0.497645,0.0026580000000000076,0.00176300000000007,0.004375000000000018,0.005414218133765986,5.414218133765987
4.9465367794036865,0.113353,-0.501015,0.497645,0.0026580000000000076,0.00176300000000007,0.004375000000000018,0.005414218133765986,5.414218133765987
4.997558832168579,0.113353,-0.501015,0.497645,0.0026580000000000076,0.00176300000000007,0.004375000000000018,0.005414218133765986,5.414218133765987
5.051292657852173,0.113353,-0.501015,0.497645,0.0026580000000000076,0.00176300000000007,0.004375000000000018,0.005414218133765986,5.414218133765987
5.103840589523315,0.113353,-0.501015,0.497645,0.0026580000000000076,0.00176300000000007,0.004375000000000018,0.005414218133765986,5.414218133765987
5.153138160705566,0.113353,-0.501015,0.497645,0.0026580000000000076,0.00176300000000007,0.004375000000000018,0.005414218133765986,5.414218133765987
5.205309629440308,0.113353,-0.501015,0.497645,0.0026580000000000076,0.00176300000000007,0.004375000000000018,0.005414218133765986,5.414218133765987
5.257213592529297,0.113353,-0.501015,0.497645,0.0026580000000000076,0.00176300000000007,0.004375000000000018,0.005414218133765986,5.414218133765987
5.309221267700195,0.113353,-0.501015,0.497645,0.0026580000000000076,0.00176300000000007,0.004375000000000018,0.005414218133765986,5.414218133765987
5.361283302307129,0.113353,-0.501015,0.497645,0.0026580000000000076,0.00176300000000007,0.004375000000000018,0.005414218133765986,5.414218133765987
5.4149229526519775,0.113353,-0.501015,0.497645,0.0026580000000000076,0.00176300000000007,0.004375000000000018,0.005414218133765986,5.414218133765987
5.466079235076904,0.113353,-0.501015,0.497645,0.0026580000000000076,0.00176300000000007,0.004375000000000018,0.005414218133765986,5.414218133765987
5.518047571182251,0.113353,-0.501015,0.497645,0.0026580000000000076,0.00176300000000007,0.004375000000000018,0.005414218133765986,5.414218133765987
5.570175409317017,0.113353,-0.501015,0.497645,0.0026580000000000076,0.00176300000000007,0.004375000000000018,0.005414218133765986,5.414218133765987
5.622187376022339,0.113353,-0.501015,0.497645,0.0026580000000000076,0.00176300000000007,0.004375000000000018,0.005414218133765986,5.414218133765987
5.675331354141235,0.113353,-0.501015,0.497645,0.0026580000000000076,0.00176300000000007,0.004375000000000018,0.005414218133765986,5.414218133765987
5.726284027099609,0.113353,-0.501015,0.497645,0.0026580000000000076,0.00176300000000007,0.004375000000000018,0.005414218133765986,5.414218133765987
5.778192520141602,0.113353,-0.501015,0.497645,0.0026580000000000076,0.00176300000000007,0.004375000000000018,0.005414218133765986,5.414218133765987
5.830074310302734,0.113353,-0.501015,0.497645,0.0026580000000000076,0.00176300000000007,0.004375000000000018,0.005414218133765986,5.414218133765987
